file,canon_target,status_bucket,notes
canalizador-campo-de-viboras.html,https://canalizador-urgente.pt/canalizador-campo-de-vboras,c_money_other_concelho,cible=autre slug canalizador- non-officiel
canalizador-cerezal-de-penahorcada.html,https://canalizador-urgente.pt/canalizador-cerezal-de-peahorcada,c_money_other_concelho,cible=autre slug canalizador- non-officiel
canalizador-genisio.html,https://canalizador-urgente.pt/canalizador-gensio,c_money_other_concelho,cible=autre slug canalizador- non-officiel
canalizador-gradissimo.html,https://canalizador-urgente.pt/canalizador-gradssimo,c_money_other_concelho,cible=autre slug canalizador- non-officiel
canalizador-la-pena.html,https://canalizador-urgente.pt/canalizador-la-pea,c_money_other_concelho,cible=autre slug canalizador- non-officiel
canalizador-la-vidola.html,https://canalizador-urgente.pt/canalizador-la-vdola,c_money_other_concelho,cible=autre slug canalizador- non-officiel
canalizador-pedralba-de-la-praderia.html,https://canalizador-urgente.pt/canalizador-pedralba-de-la-pradera,c_money_other_concelho,cible=autre slug canalizador- non-officiel
canalizador-perena-de-la-ribera.html,https://canalizador-urgente.pt/canalizador-perea-de-la-ribera,c_money_other_concelho,cible=autre slug canalizador- non-officiel
canalizador-samir-de-los-canos.html,https://canalizador-urgente.pt/canalizador-samir-de-los-caos,c_money_other_concelho,cible=autre slug canalizador- non-officiel
canalizador-urgente-a-gudiña.html,https://canalizador-urgente.pt/canalizador-urgente-a-gudina,c_money_other_concelho,cible=canalizador-urgente-{slug non-officiel}
canalizador-urgente-abaças.html,https://canalizador-urgente.pt/canalizador-urgente-abacas,c_money_other_concelho,cible=canalizador-urgente-{slug non-officiel}
canalizador-urgente-agrochão.html,https://canalizador-urgente.pt/canalizador-urgente-agrochao,c_money_other_concelho,cible=canalizador-urgente-{slug non-officiel}
canalizador-urgente-alfaião.html,https://canalizador-urgente.pt/canalizador-urgente-alfaiao,c_money_other_concelho,cible=canalizador-urgente-{slug non-officiel}
canalizador-urgente-alvações-do-corgo.html,https://canalizador-urgente.pt/canalizador-urgente-alvacoes-do-corgo,c_money_other_concelho,cible=canalizador-urgente-{slug non-officiel}
canalizador-urgente-andrães.html,https://canalizador-urgente.pt/canalizador-urgente-andraes,c_money_other_concelho,cible=canalizador-urgente-{slug non-officiel}
canalizador-urgente-arcossó.html,https://canalizador-urgente.pt/canalizador-urgente-arcosso,c_money_other_concelho,cible=canalizador-urgente-{slug non-officiel}
canalizador-urgente-ardãos.html,https://canalizador-urgente.pt/canalizador-urgente-ardaos,c_money_other_concelho,cible=canalizador-urgente-{slug non-officiel}
canalizador-urgente-avinhó.html,https://canalizador-urgente.pt/canalizador-urgente-avinho,c_money_other_concelho,cible=canalizador-urgente-{slug non-officiel}
canalizador-urgente-azêvo.html,https://canalizador-urgente.pt/canalizador-urgente-azevo,c_money_other_concelho,cible=canalizador-urgente-{slug non-officiel}
canalizador-urgente-açoreira.html,https://canalizador-urgente.pt/canalizador-urgente-acoreira,c_money_other_concelho,cible=canalizador-urgente-{slug non-officiel}
canalizador-urgente-bairro-do-fundo-de-fomento-à-habitação.html,https://canalizador-urgente.pt/canalizador-urgente-bairro-do-fundo-de-fomento-a-habitacao,c_money_other_concelho,cible=canalizador-urgente-{slug non-officiel}
canalizador-urgente-baçal.html,https://canalizador-urgente.pt/canalizador-urgente-bacal,c_money_other_concelho,cible=canalizador-urgente-{slug non-officiel}
canalizador-urgente-beça.html,https://canalizador-urgente.pt/canalizador-urgente-beca,c_money_other_concelho,cible=canalizador-urgente-{slug non-officiel}
canalizador-urgente-bilhó.html,https://canalizador-urgente.pt/canalizador-urgente-bilho,c_money_other_concelho,cible=canalizador-urgente-{slug non-officiel}
canalizador-urgente-bouça.html,https://canalizador-urgente.pt/canalizador-urgente-bouca,c_money_other_concelho,cible=canalizador-urgente-{slug non-officiel}
canalizador-urgente-bouças.html,https://canalizador-urgente.pt/canalizador-urgente-boucas,c_money_other_concelho,cible=canalizador-urgente-{slug non-officiel}
canalizador-urgente-bouçoães.html,https://canalizador-urgente.pt/canalizador-urgente-boucoaes,c_money_other_concelho,cible=canalizador-urgente-{slug non-officiel}
canalizador-urgente-brinço.html,https://canalizador-urgente.pt/canalizador-urgente-brinco,c_money_other_concelho,cible=canalizador-urgente-{slug non-officiel}
canalizador-urgente-bruçó.html,https://canalizador-urgente.pt/canalizador-urgente-bruco,c_money_other_concelho,cible=canalizador-urgente-{slug non-officiel}
canalizador-urgente-cabaços.html,https://canalizador-urgente.pt/canalizador-urgente-cabacos,c_money_other_concelho,cible=canalizador-urgente-{slug non-officiel}
canalizador-urgente-cachão.html,https://canalizador-urgente.pt/canalizador-urgente-cachao,c_money_other_concelho,cible=canalizador-urgente-{slug non-officiel}
canalizador-urgente-calvão.html,https://canalizador-urgente.pt/canalizador-urgente-calvao,c_money_other_concelho,cible=canalizador-urgente-{slug non-officiel}
canalizador-urgente-campo-de-víboras.html,https://canalizador-urgente.pt/canalizador-urgente-campo-de-viboras,c_money_other_concelho,cible=canalizador-urgente-{slug non-officiel}
